nct_id,new pubs?,extrapub,extra2pub,exclude:head_to_head,exclude:location,exclude:Primary_endpoint_is_efficacy,exclude:Has a phase 3,exclude:other exlusions,include,indication,degenerative,sens,symptom,symptom,phase,age,approva_status,pharmafunding,Enrollment,Startdate,Primary Completion Date,trialduration ,notes,notes from screening ,termination_status,terminated_reason,terminationcode,Primary_outcome,More_than_one_dose,Whichdoseisprimary,results_available,positivityofP3,measure,Is_there_a_SMD,diffbaselineexp,diffbaselinecont,Mean_difference,Mean_difference_type,variance_type,lowerCI,upperCI,p_value,Is_there_a_WDAE,withdrawals_in_exparm,Nexp_arm,withdrawals_in_contarm,Ncont_arm,Truebypass,Ambigious,bad_endpoint,Nonpositive,preceeded,notes,notes 2
NCT02867709,,10.1001/jama.2019.16711,,,Not_head_to_head,Has_a_US_or_CAD_EU_UK_Australian_research_site,Yes,Phase_3,Include,Headache,0,1,Ubrogepant,Not_symptom_focus,Phase_3,Adult,preapproval,pharma,1686,26-Aug-16,25-Jan-18,517,NULL,,Not_terminated,N_A,0,pain freedom and absence of the most bothersome migraine-associated symptom,Yes,took higher 50 mg,1,Positive,NA,,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,1,2,562,1,563,0,1,0,1,0,,
NCT02945046,,ct.gov or 10.1177/0333102419879363,,,Not_head_to_head,Has_a_US_or_CAD_EU_UK_Australian_research_site,Yes,Phase_3,Include,Headache,0,1,Fremanezumab,Not_symptom_focus,Phase_3,Adult,preapproval,pharma,169,19-Jan-17,13-May-19,844,NULL,,Terminated,Terminated_for_futility,1,he primary efficacy endpoint was mean change from baseline (BL) in weekly (wkly) average number of CH attacks during the first 4 weeks (wks).,Yes,900/225/225 mg (higher dose),1,Nonpositive,change in weekly average CH attacks,,-7.6,-5.7,-1.9,"least squares, POINT = POSITIVE",,-4.49,0.61,0.1345,1,2,55,1,59,0,0,0,0,1,,
NCT02956486,,"ct,gov",,,Not_head_to_head,Has_a_US_or_CAD_EU_UK_Australian_research_site,Yes,Phase_3,Include,AD,1,0,Elenbecestat (E2609),Not_symptom_focus,Phase_3,Adult,preapproval,pharma,2212,20-Oct-16,15-Jan-20,1182,safety and futilityÊ,,Terminated,Terminated_for_safety,1,Change From Baseline up to Month 24 in the Clinical Dementia Rating-sum of Boxes (CDR-SB) Score,No,NA,1,Nonpositive,Adas cog 14,1,4.95,5.38,-0.43,lsmd,95,-1.75,0.9,0.525,1,88,1104,51,1108,0,1,1,0,0,,
NCT02964338,,"ct,gov",,,Not_head_to_head,Has_a_US_or_CAD_EU_UK_Australian_research_site,Yes,Phase_3,Include,Headache,0,1,Fremanezumab,Not_symptom_focus,Phase_3,Adult,preapproval,pharma,259,17-Jan-17,18-Jul-18,547,NULL,,Terminated,Terminated_for_futility,1,Mean Change From Baseline in the Overall Monthly Average Number of CH Attacks Up to Week 12,Yes,900/225/225 mg (higher dose),1,Nonpositive,ÊCH attacks/month,,-15.5,-12.2,-3.3,LsM,,-9.59,3.01,0.3047,1,1,87,2,84,0,0,0,0,1,,
NCT03006276,,10.1111/head.13663,,,Not_head_to_head,Has_a_US_or_CAD_EU_UK_Australian_research_site,Yes,Phase_3,Include,Headache,0,1,DFN-15-Celecoxib Oral Solution,Not_symptom_focus,Phase_3,Adult,postapproval,pharma,622,16-Dec,17-Nov,335,NULL,,Not_terminated,N_A,0,One coprimary endpoint was the proportion of subjects with pain freedom at 2 hours postdose. The other coprimary endpoint was the proportion of subjects free of their MBS 2 hours postdose.,,NA,1,Positive,NA,,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,1,0,311,3,311,0,1,0,1,0,,
NCT03009019,,10.2147/JPR.S322292,,,Not_head_to_head,Has_a_US_or_CAD_EU_UK_Australian_research_site,Yes,Phase_3,Include,Headache,0,1,DFN-15-Celecoxib Oral Solution,Not_symptom_focus,Phase_3,Adult,postapproval,pharma,631,16-Dec,17-Nov,335,NULL,,Not_terminated,N_A,0,Proportion of subjects who are pain-free at 2 hours postdose,No,NA,1,Nonpositive,NA,,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,,NA,NULL,NULL,NULL,0,1,0,1,0,,
NCT03068754,,no results-skip results sectionÊ,,,Not_head_to_head,Has_a_US_or_CAD_EU_UK_Australian_research_site,Yes,Phase_3,Include,ALS,1,1,Acthar¨ Gel (Acthar)Ê,Not_symptom_focus,Phase_2slash3,Adult,postapproval,pharma,143,22-Jun-17,25-Nov-19,886,dont know if safety or futility-guessing futilityÊ,,Terminated,Terminated_for_safety,1,NULL,,NULL,0,Nonpositive,,,,,,,,,,,1,1,95,3,48,0,0,0,0,1,,
NCT03143751,,10.1001/jama.2021.5561,,0,Not_head_to_head,Has_a_US_or_CAD_EU_UK_Australian_research_site,Yes,Phase_3,Include,TBI,0,0,Continuous hyperosmolar therapy,Not_symptom_focus,Phase_3,Adult,preapproval,Non_pharma,370,31-Oct-17,5-Mar-20,856,NULL,,Not_terminated,N_A,0,Score on the Extended Glasgow Outcome Scale (GOS-E) at 6 months,No,NA,1,Nonpositive,NA,,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,,NA,NULL,NULL,NULL,1,0,0,0,0,very confusing-sodium lactateÊ?? Same thing?,
NCT03235479,,ct.gov,,,Not_head_to_head,Has_a_US_or_CAD_EU_UK_Australian_research_site,Yes,Phase_3,Include,Headache,0,1,Rimegepant,Not_symptom_focus,Phase_3,Adult,preapproval,pharma,1485,18-Jul-17,21-Jan-18,187,NULL,,Not_terminated,N_A,0,Percentage of Participants With Freedom From Pain at 2 Hours Post-dose and Percentage of Participants With Freedom From Most Bothersome Symptom (MBS) at 2 Hours Post-dose,No,NA,1,Positive,NA,,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,,NA,NULL,NULL,NULL,0,0,0,0,1,,
NCT03237845,,10.1056/NEJMoa1811090,,,Not_head_to_head,Has_a_US_or_CAD_EU_UK_Australian_research_site,Yes,Phase_3,Include,Headache,0,1,Rimegepant,Not_symptom_focus,Phase_3,Adult,preapproval,pharma,1499,27-Jul-17,25-Jan-18,182,NULL,,Not_terminated,N_A,0,were freedom from pain (which was defined by the presence of no pain in a person who had had pain of moderate or severe intensity immediately before administration of the dose) and freedom from the patientÕs most bothersome symptom associated with migraine,No,NA,1,Positive,NA,,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,1,0,594,1,592,0,0,0,0,1,,
NCT03277248,,10.1056/NEJMoa2201904,,,Not_head_to_head,Has_a_US_or_CAD_EU_UK_Australian_research_site,Yes,Phase_3,Include,RMS,0,0,Ublituximab,Not_symptom_focus,Phase_3,Adult,preapproval,pharma,545,25-Aug-17,4-Aug-20,1075,NULL,,Not_terminated,N_A,0,annualized relapse rate,No,NA,1,Positive,NA,,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,1,3,272,1,273,0,0,0,0,1,,
NCT03277261,,10.1056/NEJMoa2201904,,,Not_head_to_head,Has_a_US_or_CAD_EU_UK_Australian_research_site,Yes,Phase_3,Include,RMS,0,0,Ublituximab,Not_symptom_focus,Phase_3,Adult,preapproval,pharma,549,19-Sep-17,23-Jul-20,1038,NULL,,Not_terminated,N_A,0,Annualized relapse rate,No,NA,1,Positive,NA,,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,1,17,274,1,275,0,0,0,0,1,,
NCT03461757,,10.1016/S0140-6736(19)31606-X,,,Not_head_to_head,Has_a_US_or_CAD_EU_UK_Australian_research_site,Yes,Phase_3,Include,Headache,0,1,Rimegepant,Not_symptom_focus,Phase_3,Adult,preapproval,pharma,1811,27-Feb-18,8-Oct-18,223,NULL,,Not_terminated,N_A,0,freedom from pain and freedom from the most bothersome symptom associated with migraine,No,NA,1,Positive,NA,,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,1,1,732,0,734,0,0,0,0,1,,
NCT03505021,,10.1016/S1474-4422(21)00242-8,,,Not_head_to_head,Has_a_US_or_CAD_EU_UK_Australian_research_site,Yes,Phase_3,Include,ALS,1,1,Levosimendan (ODM-109),Not_symptom_focus,Phase_3,Adult,preapproval,pharma,496,21-Jun-18,23-Jul-20,763,NULL,,Not_terminated,N_A,0,"change from baseline in supine SVC at 12 weeks, assessed as percentage of predicted normal sitting SVC.",No,NA,1,Nonpositive,SVC,,-6.73,-6.99,0.26,"estimated treatment difference, POINT = POSITIVE",,-2.03,2.55,0.83,1,64,329,24,167,0,1,0,1,0,,
NCT03739840,,10.1002/epi4.12656,,1,Not_head_to_head,Has_a_US_or_CAD_EU_UK_Australian_research_site,Yes,Phase_3,Include,Epilepsy,0,1,adjunctive padsevonil,Not_symptom_focus,Phase_3,Adult,preapproval,pharma,232,6-Mar-19,28-Sep-20,572,NULL,,Terminated,Terminated_for_futility,1,Change in Log-transformed Observable Focal-onset Seizure Frequency From Baseline,Yes,400 mg (took highest dose),1,Nonpositive,sf,,-0.47,-0.41,6.3,least square mean change,,-22.9,28.6,0.687,1,21,82,7,83,0,1,0,1,0,,
NCT03872453,,https://headachejournal.onlinelibrary.wiley.com/doi/10.1111/head.14389,https://n.neurology.org/content/96/15_Supplement/4976.abstract,,Not_head_to_head,Has_a_US_or_CAD_EU_UK_Australian_research_site,Yes,Phase_3,Include,Headache,0,1,zavegepant nasal spray,Not_symptom_focus,Phase_2slash3,Adult,preapproval,pharma,2154,25-Mar-19,31-Oct-19,220,NULL,,Not_terminated,N_A,0,pain freedom and freedom from the MBS associated with migraine,Yes,all-took highest,1,Positive,NA,,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,1,0,418,0,420,0,0,0,0,1,,
NCT03896009,,https://n.neurology.org/content/98/18_Supplement/3564,,,Not_head_to_head,Has_a_US_or_CAD_EU_UK_Australian_research_site,Yes,Phase_3,Include,Headache,0,1,AXS-07Ê MoSEIC meloxicam and rizatriptan first for combo,Not_symptom_focus,Phase_3,Adult,postapproval,pharma,1594,4-Mar-19,10-Dec-19,281,NULL,,Not_terminated,N_A,0,co-primaries: Percentage of subjects reporting headache pain freedom and absence of MBS,No,combination (AXS-07),1,Positive,NA,,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,,NA,NULL,NULL,NULL,1,0,0,0,0,,
NCT04163185,,https://n.neurology.org/content/98/18_Supplement/1112,,,Not_head_to_head,Has_a_US_or_CAD_EU_UK_Australian_research_site,Yes,Phase_3,Include,Headache,0,1,AXS-07 (MoSEIC meloxicam and rizatriptan),Not_symptom_focus,Phase_3,Adult,postapproval,pharma,302,8-Oct-19,23-Mar-20,167,NULL,,Not_terminated,N_A,0,co-primaries: Percentage of subjects reporting headache pain freedom freedom from the most bothersome symptom,No,NA,1,Positive,NA,,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,,NA,NULL,NULL,NULL,1,0,0,0,0,,
